melody_id,melody_degree,note_onset,note_midi_value,note_velocity,participant_id,bar_number
31,8,3360,74,80,18,4
31,9,3840,72,80,18,4
32,1,720,74,80,19,4
32,2,880,70,80,19,4
32,3,960,67,80,19,4
32,4,1040,63,80,19,4
32,5,1440,72,80,19,4
32,6,1600,69,80,19,4
32,7,1680,65,80,19,4
32,8,1760,62,80,19,4
32,9,2160,70,80,19,4
32,10,2320,67,80,19,4
32,11,2400,63,80,19,4
32,12,2480,60,80,19,4
32,13,2880,69,80,19,4
32,14,3040,65,80,19,4
32,15,3120,62,80,19,4
32,16,3200,58,80,19,4
32,17,3600,67,80,19,4
32,18,3760,63,80,19,4
32,19,3840,60,80,19,4
32,20,3920,57,80,19,4
32,21,4320,65,80,19,4
32,22,4480,62,80,19,4
32,23,4560,58,80,19,4
32,24,4640,55,80,19,4
32,25,5040,63,80,19,4
32,26,5200,60,80,19,4
32,27,5280,56,80,19,4
32,28,5360,53,80,19,4
32,29,5760,61,80,19,4
32,30,5920,58,80,19,4
32,31,6000,55,80,19,4
32,32,6080,52,80,19,4
32,33,6480,60,80,19,4
32,34,6640,56,80,19,4
32,35,6720,53,80,19,4
32,36,6800,49,80,19,4
32,37,7200,58,80,19,4
32,38,7360,55,80,19,4
32,39,7440,52,80,19,4
32,40,7520,48,80,19,4
33,1,480,54,80,19,4
33,2,600,55,80,19,4
33,3,720,58,80,19,4
33,4,840,62,80,19,4
33,5,960,65,80,19,4
33,6,1080,62,80,19,4
33,7,1200,63,80,19,4
33,8,1320,64,80,19,4
33,9,1440,60,80,19,4
33,10,1560,61,80,19,4
33,11,1680,62,80,19,4
33,12,1800,61,80,19,4
33,13,1920,60,80,19,4
33,14,2040,58,80,19,4
33,15,2160,57,80,19,4
33,16,2280,55,80,19,4
33,17,2400,53,80,19,4
33,18,3120,52,80,19,4
33,19,3167,53,80,19,4
33,20,3215,54,80,19,4
33,21,3264,55,80,19,4
33,22,3311,56,80,19,4
33,23,3359,57,80,19,4
33,24,3408,58,80,19,4
33,25,3455,59,80,19,4
33,26,3503,60,80,19,4
33,27,3552,61,80,19,4
33,28,3599,62,80,19,4
33,29,3647,63,80,19,4
33,30,3696,64,80,19,4
33,31,3743,65,80,19,4
33,32,3791,66,80,19,4
33,33,3840,67,80,19,4
33,34,4560,65,80,19,4
33,35,4800,67,80,19,4
33,36,5120,65,80,19,4
33,37,5440,64,80,19,4
33,38,5760,60,80,19,4
33,39,6480,71,80,19,4
34,1,0,67,80,20,4
34,2,160,65,80,20,4
34,3,320,67,80,20,4
34,4,480,64,80,20,4
34,5,1440,62,80,20,4
34,6,1920,60,80,20,4
34,7,2400,55,80,20,4
34,8,3360,60,80,20,4
34,9,3840,62,80,20,4
34,10,4320,65,80,20,4
34,11,4800,67,80,20,4
34,12,5280,69,80,20,4
34,13,5520,72,80,20,4
34,14,5760,74,80,20,4
34,15,6720,67,80,20,4
